l1,d2,b7,b2b,h1,c22b,c36,e6,b3a,l10,c39,k30
5,360000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,1.0
6,80000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,0.0
15,7200000000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,0.0
30,120000000.0,39.0,0.0,0,0,0,0,1.0,1,0.0,3.0
3,40000000.0,5.0,0.0,0,0,0,0,1.0,0,0.0,1.0
10,60000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,1.0
6,100800000.0,6.0,0.0,1,0,1,0,1.0,0,0.0,0.0
500,50000000000.0,25.0,90.0,1,1,0,1,0.0,1,1.0,0.0
5,30000000.0,15.0,0.0,0,1,0,0,1.0,0,0.0,0.0
130,4000000000.0,30.0,50.0,0,0,0,0,0.0,1,1.0,2.0
7,120000000.0,10.0,0.0,0,1,0,0,1.0,0,0.0,1.0
8,252000000.0,13.0,0.0,0,0,0,0,1.0,0,0.0,3.0
7,120000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0
200,7000000000.0,30.0,0.0,1,1,0,0,1.0,0,0.0,0.0
45,3660000000.0,60.0,0.0,0,1,0,1,1.0,0,1.0,3.0
5,500000000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,4.0
4,7000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,3.0
262,18000000.0,16.0,0.0,1,0,0,0,0.0,0,0.0,2.0
2,72000000.0,10.0,0.0,1,0,0,0,1.0,0,1.0,1.0
4,57630000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,3.0
75,800000000.0,30.0,80.0,0,1,0,0,0.0,0,0.0,1.0
5,20000000.0,23.0,0.0,0,1,0,0,0.0,0,0.0,2.0
3,37500000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,1.0
38,150000000.0,10.0,0.0,1,1,0,0,1.0,0,1.0,2.0
8,35000000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,1.0
12,200000000.0,10.0,0.0,0,0,0,0,1.0,1,0.0,0.0
3,13570000.0,10.0,0.0,1,0,0,0,1.0,0,0.0,1.0
6,15000000.0,30.0,0.0,0,0,0,0,1.0,0,0.0,1.0
9,216000000.0,15.0,0.0,0,0,0,0,0.0,0,0.0,3.0
2,48000000.0,15.0,0.0,1,0,0,1,1.0,0,0.0,3.0
8,40000000.0,20.0,0.0,0,0,0,0,0.0,0,0.0,0.0
8,15000000.0,30.0,0.0,1,0,0,0,1.0,0,0.0,3.0
5,100000000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,3.0
8,15000000.0,6.0,0.0,0,1,0,0,0.0,0,0.0,0.0
260,36000000000.0,30.0,0.0,0,1,0,1,1.0,1,1.0,2.0
3,20730000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,1.0
5,150000000.0,30.0,0.0,0,0,0,0,1.0,1,0.0,0.0
50,300000000.0,30.0,0.0,0,0,0,0,1.0,0,0.0,3.0
5,50000000.0,10.0,0.0,0,0,0,0,0.0,1,0.0,3.0
2,52470000.0,8.0,0.0,0,0,0,0,1.0,0,0.0,0.0
20,300000000.0,16.0,0.0,0,1,1,0,1.0,0,0.0,0.0
15,65000000.0,15.0,0.0,0,1,0,0,1.0,0,0.0,0.0
3,50000000.0,15.0,0.0,1,0,0,0,1.0,0,0.0,4.0
11,450000000.0,40.0,0.0,0,0,0,0,1.0,0,0.0,1.0
12,500000000000.0,28.0,0.0,0,0,0,1,1.0,1,1.0,1.0
6,50000000.0,20.0,0.0,1,0,1,0,1.0,0,0.0,0.0
2,50000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,4.0
40,49600000000.0,5.0,0.0,1,1,0,1,1.0,0,1.0,1.0
8,34000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,4.0
10,89000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,0.0
20,350000000.0,15.0,0.0,0,0,0,0,0.0,1,0.0,3.0
20,150000000.0,15.0,0.0,1,1,1,0,1.0,1,1.0,1.0
12,120000000.0,16.0,0.0,1,0,1,0,1.0,1,1.0,3.0
35,2000000000.0,10.0,0.0,0,1,1,0,1.0,1,1.0,3.0
15,250000000.0,14.0,0.0,0,0,0,0,0.0,0,0.0,0.0
70,150000000.0,32.0,0.0,1,1,1,0,1.0,1,0.0,0.0
10,150000000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,1.0
46,5000000000.0,13.0,0.0,0,1,1,1,0.0,1,1.0,2.0
3,150000000.0,4.0,0.0,0,1,0,0,1.0,0,0.0,3.0
4,150000000.0,28.0,0.0,0,1,0,0,1.0,0,1.0,1.0
205,1200000000.0,20.0,0.0,1,1,0,1,1.0,1,0.0,3.0
30,3800000000.0,20.0,0.0,0,1,0,0,1.0,1,1.0,3.0
5,21000000.0,13.0,0.0,0,0,0,0,1.0,0,0.0,4.0
85,8000000000.0,20.0,0.0,0,1,0,0,1.0,0,0.0,0.0
35,650000000.0,27.0,0.0,0,1,0,1,1.0,1,0.0,0.0
6,40000000.0,25.0,0.0,1,0,0,0,1.0,1,0.0,0.0
8,2400000000.0,10.0,0.0,0,1,0,0,0.0,1,0.0,1.0
11,500000000.0,20.0,0.0,0,0,0,0,0.0,0,0.0,3.0
800,150000000.0,12.0,0.0,0,1,0,0,0.0,1,0.0,0.0
9,38000000.0,30.0,0.0,0,0,0,0,1.0,0,0.0,2.0
7,570000000.0,6.0,0.0,0,0,0,0,1.0,0,0.0,4.0
20,82800000000.0,26.0,100.0,0,1,0,1,1.0,1,1.0,1.0
10,45000000.0,27.0,0.0,1,0,0,0,1.0,0,0.0,4.0
15,800000000.0,22.0,0.0,1,0,0,0,1.0,1,0.0,0.0
25,220000000.0,30.0,0.0,0,1,0,0,1.0,1,0.0,0.0
10,12799829900.0,7.0,0.0,0,1,1,0,1.0,1,1.0,3.0
3,24670000.0,13.0,0.0,0,0,0,0,1.0,0,0.0,4.0
15,300000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,1.0
150,800000000.0,20.0,80.0,1,1,0,0,1.0,0,0.0,1.0
7,1000000000.0,8.0,0.0,0,0,1,0,0.0,1,0.0,1.0
10,100000000.0,8.0,0.0,0,1,1,1,0.0,0,0.0,0.0
50,200000000.0,12.0,0.0,0,1,1,0,1.0,1,1.0,2.0
5,42000000.0,25.0,0.0,0,0,0,0,1.0,0,0.0,4.0
35,10000000000.0,30.0,70.0,0,1,0,0,1.0,0,0.0,1.0
150,5500000000.0,23.0,0.0,0,1,1,0,1.0,1,1.0,0.0
6,26000000.0,18.0,0.0,1,0,0,0,1.0,0,0.0,4.0
20,98970000.0,19.0,0.0,0,1,0,0,1.0,1,1.0,1.0
10,360000000.0,7.0,0.0,1,1,1,0,1.0,1,1.0,3.0
10,500000000.0,15.0,0.0,0,0,0,0,0.0,0,0.0,4.0
6,30000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0
8,45000000.0,18.0,0.0,0,0,0,0,0.0,0,0.0,0.0
7,326400000.0,12.0,80.0,1,0,1,1,0.0,1,0.0,3.0
35,3000000000.0,30.0,0.0,0,1,0,0,1.0,0,0.0,0.0
12,45000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,2.0
800,26310000000.0,40.0,0.0,1,1,0,1,1.0,1,1.0,1.0
6,24000000.0,3.0,0.0,0,0,0,0,1.0,0,0.0,3.0
89,1000000000.0,25.0,0.0,1,1,1,1,1.0,1,0.0,2.0
40,950000000.0,20.0,0.0,1,1,1,0,1.0,0,0.0,0.0
8,45000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0
10,210000000.0,6.0,0.0,1,0,0,0,1.0,1,0.0,3.0
20,80000000.0,28.0,0.0,1,0,0,0,1.0,1,0.0,0.0
12,210000000.0,38.0,0.0,1,1,1,1,1.0,1,0.0,3.0
10,50000000.0,26.0,0.0,0,0,0,0,1.0,0,0.0,1.0
51,500000000.0,28.0,0.0,0,1,0,0,1.0,0,0.0,1.0
3,19040000.0,8.0,0.0,0,0,0,0,1.0,0,0.0,1.0
5,100000000.0,22.0,0.0,1,0,0,0,1.0,0,0.0,3.0
2,22000000.0,8.0,0.0,1,0,0,1,1.0,0,0.0,2.0
9,72000000.0,7.0,0.0,1,0,0,0,1.0,0,0.0,4.0
7,2500000000.0,10.0,0.0,1,1,1,0,1.0,1,1.0,2.0
25,100000000.0,20.0,0.0,0,1,0,0,1.0,1,0.0,1.0
450,7000000000.0,30.0,0.0,0,1,0,0,1.0,0,0.0,0.0
8,150000000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,2.0
50,650000000.0,35.0,90.0,1,1,0,0,1.0,0,0.0,0.0
25,20000000.0,33.0,0.0,1,1,0,0,1.0,0,0.0,3.0
