l1,d2,b7,b2b,h1,c22b,c36,e6,b3a,l10,c39,k30
15.0,150000000.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,2000000000.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
20.0,26050000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8.0,80000000.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
3.0,10000000.0,28.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
10.0,28800000.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
12.0,66000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5.0,16000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10.0,10000000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
22.0,889000000.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,54000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,35600000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
460.0,1700000000.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12.0,42000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,25000000.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
80.0,2000000000.0,7.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
7.0,250000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
30.0,300000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
12.0,600000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
12.0,80000000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
8.0,50000000.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
20.0,80000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
20.0,1465000000.0,18.0,40.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
5.0,18000000.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
5.0,15000000.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
12.0,50000000.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0
50.0,18900000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
40.0,6423000000.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
52.0,300000000.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
10.0,64000000.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.0,190000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.0,10800000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
9.0,90000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,10000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
4.0,136500000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
5.0,58000000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
7.0,80000000.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
13.0,80000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
20.0,80000000.0,24.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,43200000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
8.0,30000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12.0,96000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
60.0,80000000.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
5.0,42000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
100.0,500000000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
40.0,6200000000.0,12.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
5.0,36000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
12.0,35000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6.0,20000000.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
35.0,252000000.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
96.0,1258000000.0,18.0,90.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
7.0,500000000.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
10.0,400000000.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
33.0,80000000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,120000000.0,14.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,22000000.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
6.0,13000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,20000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80.0,870000000.0,20.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
200.0,10000000000.0,15.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18.0,980000000.0,53.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
9.0,400000000.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
15.0,108000000.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1500.0,80000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
28.0,6351210000.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8.0,258000000.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
75.0,80000000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
70.0,170000000.0,16.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2.0,40000000.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
5.0,15000000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
6.0,25000000.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
82.0,1000000000.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
6.0,80000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18.0,123000000.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,180000000.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
11.0,28800000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
15.0,300000000.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
12.0,30000000.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
10.0,45000000.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
30.0,2000000000.0,5.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15.0,150000000.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,36000000.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
77.0,80000000.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
8.0,15000000.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10.0,80000000.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
8.0,1000000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
5.0,14000000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5.0,30000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
400.0,1000000000.0,20.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16.0,6000000000.0,7.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
7.0,54000000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,12300000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
9.0,180000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
6.0,60000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
6.0,30000000.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
50.0,80000000.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
27.0,500000000.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0
7.0,80000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
12.0,80000000.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0
7.0,24000000.0,10.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
15.0,37000000.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15.0,70000000.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11.0,2000000000.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
7.0,40000000.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,56800000.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
180.0,80000000.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
10.0,300000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
6.0,100000000.0,30.0,80.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
16.0,320000000.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,200000000.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0
100.0,28000000.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
7.0,100000000.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
10.0,500000000.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
50.0,950000000.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0
450.0,80000000.0,10.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
75.0,540000000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
37.0,800000000.0,15.0,50.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5.0,27000000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
37.0,1700000000.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
133.0,1800000000.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
13.0,22500000.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0
5.0,18000000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
14.0,17500000.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
22.0,60000000.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
7.0,80000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
5.0,72000000.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
84.0,80000000.0,7.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
20.0,36000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6.0,56000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,80000000.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
50.0,80000000.0,20.0,100.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
100.0,500000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
20.0,80000000.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5.0,20000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
30.0,993850000.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
6.0,864650000.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
6.0,45000000.0,24.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5.0,26000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7.0,43200000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,45000000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8.0,72000000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5.0,20000000.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
1627.0,1500000000.0,20.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
65.0,80000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
13.0,180000000.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
62.0,122000000.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
58.0,680000000.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
14.0,20000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
9.0,126000000.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
6.0,56000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6.0,36000000.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
48.0,20000000.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
10.0,98000000.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
5.0,19000000.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
6.0,435500000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.0,18000000.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
10.0,1900000000.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,20000000.0,20.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0
73.0,145000000.0,8.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
5.0,10000000.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
15.0,80000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,47000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6.0,14400000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10.0,20000000.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
8.0,800000000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
8.0,3500000000.0,12.0,60.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
6.0,35600000.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
10.0,48000000.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0
54.0,75000000.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12.0,5760000000.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
6.0,38000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7.0,12000000.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
15.0,60000000.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20.0,800000000.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0
25.0,12000000000.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
6.0,40000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
300.0,5000000000.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
78.0,2000000000.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,900000000.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
27.0,2875000000.0,12.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0
600.0,80000000.0,11.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
5.0,20000000.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
20.0,231150000.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
27.0,1500000000.0,3.0,100.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0
18.0,3240000000.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
191.0,800000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
50.0,420000000.0,15.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,36000000.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
52.0,80000000.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6.0,25000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,12240000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
39.0,80000000.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
6.0,216000000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
55.0,850000000.0,15.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
9.0,600000000.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
5.0,47000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10.0,230000000.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,8000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
5.0,50000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
23.0,2150000000.0,11.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5.0,70000000.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,110880000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
6.0,80000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,32000000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
12.0,25000000.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
5.0,9600000.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
25.0,630000000.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6.0,108000000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48.0,300000000.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
5.0,10000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
6.0,98700000.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
5.0,10000000.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
110.0,80000000.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0
2100.0,80000000.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
8.0,70000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,340000000.0,9.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,18000000.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10.0,115000000.0,9.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6.0,26780000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
18.0,600000000.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
15.0,36000000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
9.0,80000000.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
282.0,1000000000.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
18.0,80000000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
11.0,1000099000.0,11.0,60.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
14.0,55000000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
