l1,d2,b7,b2b,h1,c22b,c36,e6,b3a,l10,c39,k30,exporter
5,8000000.0,10.0,0,1.0,1,1,0.0,1,0,0,3,0
5,55000000.0,29.0,0,0.0,1,0,0.0,1,0,0,4,1
6,10000000.0,10.0,0,0.0,1,0,0.0,1,0,0,2,0
7,5000000.0,26.0,0,0.0,1,0,0.0,1,0,1,4,1
13,10200000.0,30.0,0,0.0,0,0,0.0,0,0,0,2,0
21,11340000.0,8.0,0,0.0,1,0,0.0,0,1,0,0,0
2,37000000.0,41.0,0,0.0,0,0,0.0,1,0,0,3,0
200,4000000000.0,15.0,0,1.0,0,1,0.0,1,0,0,2,0
25,250000000.0,35.0,0,1.0,1,1,1.0,1,1,1,4,1
56,3600000000.0,12.0,0,0.0,1,1,0.0,0,1,0,1,0
12,140684400.0,25.0,0,0.0,1,0,0.0,1,0,1,1,0
11,2000000.0,5.0,0,0.0,0,0,0.0,1,0,0,1,0
48,750000000.0,31.0,0,1.0,1,0,1.0,0,1,1,3,0
50,19000000.0,20.0,0,1.0,1,1,0.0,1,0,1,0,0
50,10000000.0,18.0,0,0.0,1,0,0.0,1,0,1,1,0
5,4475760.0,35.0,0,0.0,1,0,0.0,1,0,0,2,0
13,11545000.0,24.0,0,1.0,1,0,0.0,0,1,1,1,1
54,112689000.0,35.0,20,0.0,1,0,1.0,0,1,1,1,0
32,700000000.0,34.0,0,1.0,1,0,0.0,0,0,0,0,0
70,500000000.0,30.0,0,1.0,1,0,0.0,1,1,0,2,0
5,80500000.0,10.0,0,0.0,1,1,0.0,1,0,1,3,0
42,250000000.0,20.0,0,0.0,1,0,1.0,1,1,0,0,0
6,7600000.0,15.0,0,1.0,0,0,0.0,1,0,1,2,0
91,32500000.0,13.0,0,0.0,1,1,0.0,0,1,0,0,0
70,50000000.0,15.0,0,0.0,0,0,0.0,0,0,1,1,0
7,180000000.0,9.0,0,1.0,0,0,0.0,1,0,1,2,0
8,8000000.0,15.0,0,0.0,0,0,0.0,1,1,0,1,0
110,1200000000.0,10.0,0,0.0,1,0,0.0,0,0,1,2,0
17,131500000.0,20.0,0,0.0,1,0,0.0,1,1,0,2,0
70,10000000.0,20.0,0,0.0,1,0,0.0,0,1,1,2,0
15,300000000.0,15.0,0,0.0,1,1,0.0,1,1,1,2,0
34,32640000.0,8.0,0,0.0,1,1,0.0,0,0,0,1,0
15,3000000.0,10.0,0,0.0,1,0,0.0,1,0,1,2,0
10,380000000.0,28.0,0,1.0,1,0,0.0,1,0,0,3,0
130,985000000.0,27.0,0,1.0,1,0,1.0,1,0,0,4,1
348,1400000000.0,13.0,0,1.0,0,1,1.0,1,1,1,3,1
400,1300000000.0,20.0,0,0.0,1,0,1.0,1,0,0,1,1
8,4500000.0,20.0,0,0.0,0,1,0.0,1,0,1,3,0
24,17460000.0,22.0,0,0.0,1,0,0.0,1,0,1,4,0
350,8000000000.0,30.0,0,1.0,1,0,0.0,1,1,1,4,0
9983,25000000000.0,22.0,0,0.0,0,0,0.0,1,1,0,3,1
31,100000000.0,20.0,0,0.0,1,0,0.0,1,0,1,4,0
26,80000000.0,17.0,0,1.0,1,0,0.0,1,1,1,2,0
40,100000000.0,19.0,55,1.0,1,1,1.0,0,1,1,1,1
48,23040000.0,12.0,0,0.0,1,1,0.0,0,1,0,0,0
50,100000000.0,18.0,0,0.0,0,0,0.0,1,0,0,2,0
18,1440000.0,20.0,0,0.0,0,0,0.0,0,1,0,3,0
8,12000000.0,36.0,0,0.0,0,0,0.0,1,0,0,1,0
110,1500000000.0,26.0,0,0.0,1,0,0.0,1,0,1,3,0
39,600000000.0,35.0,0,0.0,1,0,0.0,1,1,1,2,0
50,6000000.0,25.0,90,0.0,1,0,0.0,0,1,0,4,1
1,14400000.0,5.0,100,0.0,0,0,0.0,0,0,0,0,0
28,200000000.0,14.0,0,1.0,1,0,0.0,1,1,0,1,0
40,70000000.0,16.0,0,1.0,1,1,0.0,1,1,1,0,1
32,18650880.0,29.0,0,0.0,1,0,0.0,1,0,1,1,0
1033,300000000.0,50.0,0,0.0,0,1,0.0,1,1,1,0,1
1,800000.0,30.0,0,0.0,0,0,0.0,1,0,0,2,0
10,50000000.0,41.0,0,0.0,0,1,0.0,1,0,0,2,0
22,50000000.0,2.0,0,1.0,0,1,0.0,1,0,0,4,0
16,100000000.0,15.0,0,0.0,1,0,0.0,1,0,1,2,0
8,5000000.0,10.0,0,0.0,0,0,0.0,1,0,1,3,0
200,1000000000.0,40.0,0,0.0,1,0,1.0,1,0,0,0,0
8,70425674.0,30.0,0,0.0,0,0,0.0,1,1,1,1,0
110,800000000.0,10.0,0,1.0,1,0,0.0,0,1,1,2,0
5,900000.0,20.0,0,0.0,0,0,0.0,1,0,0,1,0
30,100000000.0,15.0,0,0.0,1,0,0.0,1,0,1,2,0
14,120000000.0,6.0,0,0.0,1,0,1.0,1,1,0,1,0
32,5500000.0,8.0,0,0.0,0,0,0.0,1,0,1,2,0
33,45000000.0,30.0,0,1.0,1,0,0.0,1,1,0,4,0
58,384000000.0,13.0,0,0.0,1,1,0.0,1,1,0,1,0
30,598870435.0,22.0,0,1.0,1,0,0.0,1,1,1,2,0
27,100000000.0,15.0,0,0.0,1,0,0.0,1,0,1,3,0
6,18000000.0,15.0,0,0.0,0,0,0.0,1,0,1,4,0
8,75000000.0,25.0,0,0.0,0,0,0.0,1,0,1,3,0
12,20000000.0,30.0,0,0.0,0,1,0.0,1,1,0,3,0
5,1000000.0,10.0,0,1.0,0,0,0.0,1,0,0,4,0
4,24000000.0,15.0,0,1.0,1,0,0.0,1,1,0,0,0
10,80000000.0,20.0,0,0.0,1,0,0.0,1,0,0,0,0
148,1000000000.0,25.0,0,0.0,0,0,1.0,0,1,1,4,0
14,74106587.0,30.0,0,0.0,0,1,0.0,1,0,1,2,0
12,500000000.0,30.0,0,0.0,1,0,0.0,1,0,1,4,0
400,1700000000.0,30.0,0,0.0,0,0,0.0,1,1,0,1,0
25,420000000.0,3.0,0,0.0,1,0,0.0,0,1,1,0,0
6,20000000.0,3.0,0,0.0,1,0,0.0,1,0,1,4,0
30,100000000.0,30.0,0,1.0,1,0,0.0,1,0,0,2,0
12,68000000.0,30.0,0,0.0,0,0,0.0,1,0,1,3,0
6,48000000.0,2.0,0,0.0,0,1,0.0,0,1,0,0,0
33,80500000.0,30.0,0,0.0,1,0,0.0,1,0,1,2,0
7,29000000.0,40.0,0,0.0,1,0,1.0,1,0,1,2,1
6,7200000.0,24.0,0,0.0,0,0,0.0,1,0,0,0,0
54,100000000.0,39.0,0,1.0,1,0,0.0,1,1,1,0,0
230,950000000.0,30.0,50,1.0,1,0,1.0,1,1,0,1,0
200,30000000.0,30.0,0,1.0,1,0,1.0,1,1,1,3,1
21,100000000.0,20.0,0,0.0,1,0,0.0,0,0,1,0,0
199,352800000.0,15.0,0,0.0,1,1,0.0,0,0,0,1,0
11,72000000.0,9.0,0,1.0,1,1,0.0,1,0,0,1,0
8,2200000.0,35.0,0,1.0,0,0,0.0,1,0,0,4,0
37,10000000.0,5.0,50,0.0,1,0,0.0,1,1,0,4,0
22,50000000.0,25.0,0,0.0,0,0,0.0,1,0,0,0,0
15,38754100.0,20.0,0,1.0,1,0,0.0,1,0,0,4,0
5,27000000.0,35.0,0,1.0,1,0,1.0,1,0,1,3,0
390,900000000.0,27.0,0,1.0,1,0,1.0,0,0,1,1,1
6,9440000.0,20.0,0,1.0,0,0,0.0,1,0,0,3,0
15,1200000000.0,20.0,70,0.0,1,0,1.0,1,0,0,2,1
8,6480286.0,8.0,0,1.0,1,1,1.0,0,1,1,0,0
240,450000000.0,20.0,0,1.0,1,1,0.0,0,1,0,2,0
70,713000000.0,20.0,0,0.0,0,0,1.0,0,1,1,4,1
10,25000000.0,14.0,0,0.0,1,0,0.0,1,0,1,2,0
15,500000000.0,25.0,0,0.0,0,0,0.0,1,0,1,2,0
260,5400000000.0,47.0,0,1.0,1,0,0.0,1,0,1,0,0
21,15000000.0,22.0,0,1.0,0,1,0.0,0,0,1,3,0
15,7000000.0,10.0,0,0.0,1,0,0.0,1,0,1,2,0
115,2000000000.0,30.0,0,0.0,0,0,0.0,1,1,1,4,0
200,550000000.0,10.0,0,0.0,1,0,1.0,0,1,1,4,1
100,210000000.0,15.0,0,0.0,1,0,0.0,1,1,0,4,0
12,14400000.0,15.0,0,0.0,1,1,0.0,0,1,0,1,0
5,80000000.0,25.0,0,0.0,0,1,0.0,1,0,1,4,0
13,800000000.0,9.0,0,0.0,1,1,0.0,0,1,1,3,0
7,29540800.0,14.0,0,0.0,0,1,0.0,1,0,0,2,0
25,72500000.0,25.0,0,0.0,1,0,0.0,1,0,0,3,0
20,107556600.0,16.0,0,0.0,1,0,0.0,0,1,0,2,0
45,75600000.0,7.0,0,0.0,1,1,0.0,0,0,0,1,0
200,700000000.0,12.0,0,0.0,1,0,0.0,1,0,0,2,1
61,300000000.0,30.0,0,1.0,1,1,0.0,1,0,1,1,0
16,8000000.0,15.0,0,1.0,0,1,0.0,1,0,0,2,0
27,38880000.0,12.0,0,0.0,1,1,0.0,0,1,0,1,0
55,25250000.0,15.0,0,1.0,1,1,0.0,0,0,1,3,0
16,3000000.0,5.0,0,0.0,0,0,0.0,0,1,0,3,0
6,8000000.0,26.0,0,0.0,0,0,0.0,1,0,0,2,0
5,5600000.0,20.0,0,0.0,0,1,0.0,1,0,0,3,0
55,59400000.0,11.0,0,0.0,1,1,0.0,0,1,0,1,0
32,12000000.0,8.0,0,0.0,1,0,0.0,1,1,1,2,0
105,700000000.0,10.0,0,0.0,1,0,0.0,0,0,1,3,0
150,950000000.0,20.0,100,1.0,1,0,1.0,1,1,0,0,1
40,400000000.0,10.0,0,0.0,1,0,0.0,1,0,1,3,0
90,1200000000.0,23.0,0,0.0,1,0,0.0,1,0,1,2,1
10,40000000.0,15.0,0,1.0,1,0,0.0,1,1,0,2,0
8,8400000.0,5.0,0,0.0,1,1,0.0,0,0,0,1,0
10,30000000.0,14.0,0,0.0,1,0,0.0,0,0,1,2,1
80,300000000.0,15.0,20,0.0,1,0,0.0,0,0,1,2,0
24,110900000.0,13.0,0,1.0,1,0,0.0,0,1,1,2,0
13,60000000.0,20.0,0,0.0,1,0,0.0,1,1,1,2,0
5,10470300.0,25.0,0,1.0,1,0,0.0,1,1,0,4,0
358,80000000.0,49.0,0,0.0,1,0,0.0,1,1,1,3,0
40,500000000.0,30.0,0,1.0,1,0,1.0,1,0,0,4,0
15,12500000.0,11.0,0,0.0,1,0,1.0,1,0,0,1,0
34,35000000.0,22.0,0,1.0,1,0,0.0,1,1,1,3,0
20,9000000.0,20.0,0,0.0,1,0,0.0,1,1,1,2,0
180,4170000000.0,15.0,0,0.0,1,1,0.0,0,1,0,0,1
6,20000000.0,16.0,0,0.0,1,0,0.0,1,0,1,3,0
79,122000000.0,15.0,0,0.0,0,1,0.0,1,0,1,1,0
20,10000000.0,17.0,0,1.0,0,0,0.0,0,0,0,4,0
121,130680000.0,8.0,0,0.0,0,1,0.0,0,0,0,1,0
120,900000000.0,20.0,50,0.0,1,0,1.0,1,1,1,4,1
5,30470500.0,5.0,0,1.0,1,1,0.0,1,0,1,3,0
160,6000000000.0,36.0,0,1.0,1,1,0.0,1,0,1,2,0
4,3500700.0,25.0,0,0.0,1,0,0.0,1,0,1,2,0
7,6000000.0,20.0,0,0.0,1,1,0.0,1,0,1,4,0
3,1200000.0,7.0,0,0.0,1,0,0.0,1,0,0,1,0
5,6000000.0,6.0,0,0.0,1,1,0.0,1,1,0,1,0
20,9111560.0,41.0,0,0.0,1,0,0.0,1,0,1,0,0
48,69120000.0,2.0,0,0.0,1,1,0.0,0,1,0,2,0
8,4320000.0,10.0,0,0.0,1,0,0.0,0,0,0,1,0
52,124000000.0,32.0,0,0.0,1,0,0.0,1,1,0,3,0
5,32000000.0,10.0,0,0.0,1,0,1.0,1,0,1,3,0
19,700000000.0,28.0,0,0.0,1,0,1.0,1,0,1,0,0
25,100000000.0,15.0,100,0.0,1,0,1.0,1,0,1,2,0
7,17600000.0,7.0,0,1.0,1,0,0.0,1,0,1,2,0
25,100000000.0,30.0,0,0.0,0,0,0.0,1,0,1,4,0
82,480000000.0,7.0,0,0.0,1,0,0.0,0,1,0,3,0
16,37540000.0,30.0,0,0.0,1,0,0.0,1,0,1,2,0
54,78000000.0,13.0,0,1.0,1,0,0.0,1,0,0,2,0
90,250000000.0,10.0,0,1.0,1,0,0.0,1,0,1,4,0
28,300000000.0,31.0,0,0.0,1,0,1.0,1,0,0,2,0
1136,6000000000.0,49.0,0,1.0,1,0,0.0,0,1,0,3,1
7,60000000.0,35.0,0,1.0,1,0,1.0,1,0,1,3,0
20,324559000.0,20.0,100,0.0,1,0,1.0,1,0,0,1,0
4,4590000.0,5.0,0,0.0,1,1,0.0,1,1,1,1,0
40,3079500000.0,15.0,0,1.0,1,0,0.0,1,0,0,1,0
30,67500000.0,15.0,0,1.0,1,0,0.0,1,1,1,1,0
23,6500000.0,20.0,0,0.0,1,1,0.0,1,1,0,0,0
5,4200000.0,20.0,0,0.0,1,0,0.0,1,0,1,2,0
12,40000000.0,40.0,0,0.0,1,0,0.0,1,0,1,2,0
5,3000000.0,15.0,0,0.0,0,0,0.0,1,1,0,0,0
3,5000000.0,20.0,0,0.0,0,0,0.0,1,0,0,3,0
18,25600000.0,20.0,0,0.0,1,0,0.0,1,0,1,2,0
15,320000000.0,15.0,100,0.0,1,1,1.0,1,0,0,0,0
20,120000000.0,7.0,0,1.0,1,0,1.0,1,1,0,1,1
40,150000000.0,19.0,0,0.0,1,0,0.0,1,0,1,4,1
23,16560000.0,14.0,0,0.0,1,0,0.0,1,0,0,1,0
7,30000000.0,12.0,0,0.0,1,0,0.0,1,0,1,4,0
25,300000000.0,25.0,0,0.0,1,0,0.0,1,0,1,3,1
10,12000000.0,30.0,0,0.0,0,0,0.0,1,0,0,3,0
80,4000000000.0,5.0,0,1.0,0,1,1.0,1,0,0,3,0
190,422000000.0,30.0,0,1.0,1,0,0.0,0,1,0,3,0
15,20000000.0,25.0,0,0.0,1,0,0.0,1,0,0,1,0
20,10800000.0,40.0,0,0.0,0,0,0.0,1,1,1,1,0
210,430000000.0,35.0,0,0.0,1,0,1.0,0,1,1,3,0
5,15000000.0,69.0,0,0.0,1,0,0.0,1,0,1,3,1
5,50000000.0,10.0,0,0.0,1,0,0.0,1,1,0,4,0
5,1000000.0,20.0,0,0.0,0,0,1.0,1,0,0,4,0
5,4000000.0,40.0,0,0.0,0,0,0.0,1,0,0,2,0
30,36700000.0,25.0,0,1.0,1,1,1.0,1,0,1,2,0
15,31580000.0,29.0,0,0.0,1,0,0.0,0,1,0,3,0
2,10000000.0,40.0,0,0.0,0,0,0.0,1,0,1,3,0
125,28563669.0,21.0,0,0.0,1,0,0.0,1,0,1,1,0
20,60000000.0,10.0,0,0.0,1,0,0.0,0,0,1,0,0
6,4000000.0,3.0,0,0.0,0,1,0.0,1,0,1,0,0
7,70000040.0,35.0,0,0.0,1,0,0.0,1,1,0,3,0
90,109080000.0,12.0,0,0.0,1,1,0.0,0,1,0,1,0
52,50000000.0,25.0,0,0.0,1,1,0.0,1,0,1,1,0
7,12000000.0,40.0,0,1.0,1,1,0.0,1,0,1,4,0
3,5400000.0,17.0,0,0.0,1,1,0.0,1,0,1,3,0
100,1400000000.0,27.0,0,0.0,1,1,1.0,1,1,1,4,0
7,2500000.0,40.0,0,0.0,0,0,0.0,1,0,1,2,0
103,1100000000.0,30.0,0,1.0,1,0,0.0,1,0,1,1,0
5,36900000.0,25.0,0,0.0,1,0,0.0,1,1,0,1,1
12,7000000.0,10.0,0,1.0,1,0,1.0,1,1,1,0,0
25,200000000.0,10.0,0,0.0,1,0,0.0,1,0,1,3,0
19,200000000.0,45.0,40,0.0,1,0,0.0,1,1,0,4,0
25,70000000.0,8.0,0,0.0,1,0,0.0,1,0,1,0,0
100,275600000.0,20.0,0,1.0,1,0,0.0,0,1,1,2,0
20,4000000.0,12.0,0,1.0,1,0,0.0,1,1,1,0,0
70,3000000.0,5.0,0,0.0,0,0,0.0,1,0,0,2,0
125,92100000.0,8.0,0,0.0,1,1,0.0,0,0,0,1,0
10,12600000.0,10.0,0,0.0,1,0,0.0,1,0,1,1,0
21,150000000.0,31.0,0,0.0,1,0,0.0,1,1,1,3,0
12,12830900.0,15.0,0,1.0,1,1,0.0,1,0,1,4,0
36,385000000.0,21.0,0,1.0,1,1,1.0,1,1,1,3,1
3,690000.0,6.0,0,0.0,0,0,0.0,1,0,0,4,0
10,4300500.0,25.0,0,0.0,1,0,0.0,1,0,0,2,0
780,2500000000.0,18.0,0,0.0,1,0,1.0,1,1,0,1,0
6,5230000.0,11.0,0,0.0,0,0,0.0,1,0,1,4,0
10,14000000.0,10.0,0,0.0,0,0,0.0,1,0,1,3,0
11,12000000.0,30.0,0,1.0,0,1,0.0,1,1,0,2,0
66,780000000.0,31.0,0,1.0,1,0,0.0,1,1,1,1,0
45,14000000.0,24.0,0,0.0,1,0,0.0,1,0,0,3,0
5,720000.0,10.0,0,1.0,0,1,0.0,1,0,0,1,0
5,60000000.0,40.0,0,0.0,1,1,0.0,1,0,0,1,0
15,20756000.0,25.0,0,0.0,0,0,0.0,0,1,0,4,0
6,6000000.0,30.0,0,0.0,1,0,0.0,1,0,0,4,0
96,3200000000.0,15.0,0,1.0,1,1,1.0,0,1,0,0,0
18,170000000.0,5.0,0,0.0,0,1,0.0,1,0,0,3,0
7,78000000.0,30.0,0,1.0,1,0,0.0,1,0,1,4,0
32,37246000.0,50.0,0,0.0,1,1,0.0,1,1,1,3,0
40,7200000.0,10.0,0,0.0,1,1,0.0,1,1,1,2,0
5,17000000.0,25.0,0,1.0,1,0,1.0,1,1,0,2,0
620,250000000.0,7.0,0,1.0,1,1,0.0,1,1,0,4,1
28,182000000.0,35.0,0,1.0,1,0,1.0,1,1,0,4,1
45,32400000.0,20.0,0,0.0,1,1,0.0,0,0,0,1,0
3,6200000.0,16.0,0,0.0,0,0,0.0,1,0,0,2,0
20,18000000.0,20.0,2,1.0,1,1,0.0,0,0,0,4,0
6,7000000.0,5.0,0,0.0,1,0,1.0,1,1,0,1,0
30,100000000.0,10.0,0,0.0,0,0,0.0,1,0,1,3,0
250,1000000000.0,25.0,100,1.0,1,0,0.0,1,1,0,0,1
8,3456000.0,25.0,0,0.0,1,1,0.0,1,0,0,1,0
60,100000000.0,30.0,0,0.0,1,0,0.0,1,0,1,1,1
120,500000000.0,5.0,0,0.0,1,1,0.0,1,0,1,2,0
30,820000000.0,20.0,0,0.0,0,1,0.0,1,0,1,4,0
80,20000000.0,25.0,0,0.0,0,0,0.0,0,1,1,3,0
80,700000000.0,18.0,0,1.0,0,0,0.0,1,0,1,3,0
85,530268400.0,20.0,0,1.0,1,0,1.0,1,0,1,1,0
4,150000500.0,29.0,0,0.0,0,0,0.0,1,0,1,0,0
9,6000000.0,20.0,0,0.0,0,0,0.0,1,0,0,3,0
100,100960000.0,20.0,0,0.0,1,0,0.0,1,1,1,2,1
78,402736665.0,40.0,0,1.0,0,0,0.0,1,1,1,3,0
16,200000000.0,15.0,0,0.0,1,0,0.0,0,0,1,2,0
12,50000000.0,15.0,0,0.0,1,0,0.0,1,1,1,3,1
8,5790000.0,21.0,0,0.0,1,1,0.0,1,0,0,1,0
12,60000000.0,20.0,0,0.0,0,1,0.0,1,0,0,3,0
75,980000000.0,21.0,0,0.0,1,0,0.0,1,1,0,2,0
12,350000000.0,25.0,0,0.0,1,0,0.0,1,1,1,4,1
5,5000000.0,20.0,0,0.0,1,0,0.0,1,0,0,1,0
220,10000000000.0,16.0,0,1.0,1,1,0.0,1,1,1,1,1
10,5000000.0,15.0,0,0.0,0,0,0.0,1,0,0,3,0
44,292000000.0,10.0,0,1.0,1,1,1.0,0,1,0,3,0
20,50000000.0,10.0,0,0.0,1,0,1.0,1,1,0,1,0
500,800000000.0,40.0,90,1.0,1,1,1.0,1,1,0,1,1
5,720000.0,4.0,0,0.0,0,1,0.0,1,0,0,3,0
3,3600000.0,30.0,0,0.0,0,0,0.0,1,0,0,1,0
25,100000000.0,30.0,0,0.0,1,0,0.0,1,0,1,4,0
10,52835000.0,10.0,0,0.0,0,0,0.0,1,0,1,3,0
605,6500000000.0,18.0,0,1.0,1,0,1.0,1,1,1,3,0
20,12000000.0,23.0,0,1.0,1,0,0.0,1,0,0,4,0
100,700000000.0,35.0,0,0.0,1,0,0.0,1,1,0,2,0
100,60000000.0,10.0,0,1.0,1,1,0.0,1,0,0,1,0
3,7200000.0,40.0,0,0.0,0,0,0.0,1,0,1,3,0
22,600000000.0,12.0,0,1.0,1,1,1.0,1,0,1,1,0
11,16000000.0,20.0,0,0.0,0,0,0.0,1,0,0,3,0
106,850000000.0,30.0,0,1.0,1,1,0.0,1,1,1,1,0
40,700000000.0,5.0,0,0.0,1,0,0.0,1,0,1,2,0
16,2400000.0,11.0,0,1.0,1,1,0.0,1,1,0,1,0
5,5000000.0,20.0,0,0.0,1,0,0.0,1,0,0,4,0
70,300000000.0,15.0,0,0.0,1,0,0.0,0,0,0,0,1
9,35000000.0,14.0,0,1.0,0,0,0.0,1,1,0,3,0
5,6400000.0,15.0,0,0.0,0,0,0.0,1,0,0,3,0
35,26560000.0,18.0,0,0.0,1,0,1.0,1,0,1,2,1
5,6480000.0,3.0,0,0.0,0,0,0.0,1,0,0,3,0
25,12000000.0,10.0,0,0.0,1,0,0.0,1,1,0,3,0
346,500000000.0,27.0,0,0.0,0,0,0.0,1,1,1,4,0
45,43200000.0,12.0,0,0.0,1,1,0.0,0,1,0,0,1
15,15000000.0,30.0,0,0.0,0,0,0.0,1,0,0,4,0
6,2000000.0,9.0,0,0.0,0,1,0.0,1,0,1,3,0
2,36000000.0,10.0,100,0.0,0,0,0.0,0,0,1,0,0
35,12380000.0,13.0,0,1.0,1,1,0.0,1,1,0,0,0
28,15120000.0,8.0,0,1.0,1,1,0.0,1,0,0,1,0
350,1500000000.0,20.0,100,1.0,1,0,1.0,0,1,0,1,1
60,98000000.0,25.0,0,0.0,1,0,0.0,1,1,0,2,0
5,6204000.0,30.0,0,0.0,1,0,1.0,1,0,0,1,0
8,19000000.0,17.0,0,0.0,1,0,0.0,1,0,1,2,0
32,1200000000.0,37.0,0,1.0,1,0,0.0,1,0,1,2,1
96,415000000.0,35.0,0,1.0,1,1,0.0,1,1,1,4,0
7,10400000.0,30.0,0,1.0,0,1,0.0,1,0,1,2,0
25,18000000.0,13.0,0,0.0,1,1,0.0,0,0,0,1,0
68,901734000.0,15.0,0,0.0,0,0,0.0,0,1,0,3,0
12,17280000.0,7.0,0,0.0,1,1,0.0,1,0,0,0,0
11,35000000.0,15.0,0,0.0,1,0,0.0,1,0,1,0,0
25,28981000.0,12.0,0,0.0,1,0,0.0,0,1,1,4,0
280,4000000000.0,49.0,0,1.0,1,0,0.0,1,0,1,0,0
24,250000000.0,14.0,0,0.0,0,0,0.0,1,0,1,2,0
256,368640000.0,13.0,0,0.0,1,1,0.0,1,0,0,1,0
36,600000000.0,24.0,0,0.0,0,0,0.0,1,1,1,0,0
12,18673250.0,5.0,0,0.0,0,0,0.0,1,0,1,1,0
241,1440000000.0,15.0,0,0.0,0,0,0.0,0,1,1,4,1
16,38500000.0,5.0,0,0.0,0,0,1.0,1,0,0,4,0
