l1,d2,b7,b2b,h1,c22b,c36,e6,b3a,l10,c39,k30,exporter
15,80000000.0,20.0,0.0,0,1,0,0,1.0,0,0.0,0.0,0
5,18000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
5,150000000.0,39.0,0.0,1,1,0,0,1.0,0,0.0,3.0,0
5,45000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
25,130000000000.0,8.0,100.0,1,1,1,1,1.0,0,1.0,1.0,0
5,24000000.0,8.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
15,300000000.0,20.0,0.0,0,0,0,0,0.0,0,0.0,1.0,0
7,200000000.0,15.0,0.0,0,1,0,1,1.0,0,0.0,0.0,0
8,30000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
115,2115600000.0,35.0,0.0,1,1,0,1,0.0,1,0.0,3.0,0
20,100000000.0,17.0,0.0,0,0,0,0,0.0,1,0.0,2.0,0
25,150000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,2.0,0
9,35000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
50,600000000.0,5.0,0.0,1,0,0,0,1.0,0,0.0,3.0,0
350,10000000000.0,35.0,45.0,0,0,0,0,0.0,1,1.0,4.0,1
15,300000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
14,55000000.0,13.0,0.0,0,0,0,0,0.0,0,0.0,1.0,0
131,89770000000.0,25.0,100.0,0,1,1,1,1.0,0,1.0,4.0,1
50,3000000000.0,10.0,0.0,0,1,0,0,1.0,0,1.0,1.0,0
10,150000000.0,30.0,100.0,0,1,1,1,1.0,0,1.0,0.0,0
5,250000000.0,15.0,0.0,0,0,0,0,0.0,0,0.0,2.0,0
20,365000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
15,150000000.0,25.0,0.0,0,0,0,0,1.0,1,0.0,1.0,1
6,80000000.0,16.0,0.0,0,1,0,0,1.0,1,0.0,3.0,0
6,219000000.0,12.0,0.0,0,0,0,0,0.0,0,0.0,4.0,0
26,1000000000.0,8.0,60.0,0,0,0,0,0.0,0,0.0,0.0,0
5,24000000.0,4.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
10,1000000000.0,15.0,100.0,0,0,0,1,1.0,1,0.0,0.0,1
3,35780000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,2.0,0
4,11260000.0,7.0,0.0,1,0,0,0,1.0,0,0.0,1.0,0
340,150000000.0,7.0,0.0,1,1,1,1,0.0,1,1.0,1.0,0
20,200000000.0,9.0,0.0,0,1,1,0,0.0,1,1.0,3.0,0
40,800000000.0,16.0,0.0,1,1,0,1,1.0,0,1.0,0.0,0
10,180000000.0,31.0,0.0,0,0,1,0,1.0,1,1.0,0.0,0
40,43953385000.0,30.0,0.0,1,1,1,1,1.0,1,1.0,0.0,0
4,41210000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
7,26200000.0,33.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
24,650000000.0,16.0,100.0,0,1,0,0,0.0,0,0.0,1.0,0
12,70000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
8,30000000.0,23.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
53,750000000.0,50.0,0.0,1,1,1,0,1.0,1,1.0,2.0,0
6,30000000.0,10.0,0.0,1,0,0,0,1.0,0,0.0,3.0,0
6,500000000.0,10.0,0.0,1,1,0,0,1.0,0,0.0,0.0,0
15,547500000.0,5.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
8,65000000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
2,14000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
150,6000000000.0,16.0,0.0,1,1,1,1,0.0,1,1.0,1.0,1
5,45000000.0,8.0,0.0,1,0,0,0,1.0,0,0.0,1.0,0
1,55000000.0,35.0,0.0,0,0,0,0,1.0,1,0.0,3.0,0
10,200000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
25,1000000000.0,13.0,0.0,1,0,0,0,1.0,0,0.0,2.0,0
120,11000000000.0,20.0,90.0,1,1,1,1,0.0,0,1.0,1.0,1
10,9000000000.0,20.0,0.0,1,1,1,1,1.0,1,1.0,1.0,0
8,48000000.0,13.0,0.0,0,0,0,0,0.0,0,0.0,1.0,0
88,20000000000.0,25.0,0.0,0,1,0,0,0.0,0,0.0,0.0,0
9,490000000.0,2.0,100.0,0,1,0,0,1.0,1,1.0,0.0,0
6,28000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,2.0,0
6,80000000.0,12.0,0.0,0,0,1,0,1.0,0,0.0,1.0,0
45,250000000.0,20.0,0.0,0,1,0,1,1.0,1,1.0,3.0,0
5,62000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
26,1000000000.0,15.0,0.0,0,0,1,0,1.0,1,0.0,0.0,0
8,35000000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
16,18000000000.0,30.0,0.0,0,1,0,0,1.0,0,0.0,0.0,0
5,200000000.0,20.0,0.0,0,0,0,0,1.0,1,1.0,1.0,0
17,4000000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
5,144000000.0,30.0,0.0,1,0,0,0,1.0,0,0.0,2.0,0
250,1200000000.0,24.0,60.0,0,1,0,1,0.0,1,0.0,3.0,1
8,780000000.0,11.0,100.0,1,1,1,0,1.0,1,0.0,0.0,0
3,67520000.0,23.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
4,61740000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
6,7200000.0,18.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
7,150000000.0,3.0,0.0,1,0,0,0,1.0,1,0.0,1.0,0
100,15000000000.0,20.0,0.0,0,0,1,0,1.0,0,1.0,1.0,0
15,500000000.0,7.0,0.0,1,1,0,0,1.0,0,1.0,0.0,0
5,162000000.0,7.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
6,49600000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
5,40000000.0,10.0,0.0,0,1,0,0,1.0,1,0.0,3.0,0
3,37210000.0,8.0,0.0,0,0,0,0,1.0,0,0.0,2.0,0
12,68000000.0,13.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
65,16000000000.0,28.0,20.0,0,1,1,1,1.0,1,1.0,0.0,0
180,85000000000.0,21.0,100.0,1,1,0,1,1.0,1,0.0,2.0,1
2,23000000.0,11.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
20,340000000.0,34.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
7,650000000.0,18.0,0.0,1,0,0,0,1.0,0,0.0,3.0,0
7,105000000.0,20.0,0.0,0,0,0,0,0.0,0,0.0,1.0,0
58,8000000000.0,28.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
20,1500000000.0,20.0,0.0,0,1,1,1,1.0,1,1.0,0.0,0
2000,150000000.0,22.0,100.0,1,1,0,1,0.0,1,1.0,0.0,1
8,50000000.0,20.0,40.0,0,0,0,0,0.0,0,0.0,2.0,0
4,2880000000.0,24.0,0.0,0,0,0,1,1.0,0,0.0,0.0,0
13,500000000.0,20.0,0.0,0,1,0,1,1.0,0,0.0,0.0,0
40,300000000.0,17.0,0.0,0,1,0,0,1.0,1,0.0,0.0,1
7,24000000.0,5.0,0.0,0,0,0,0,1.0,1,0.0,3.0,0
3,30000000.0,16.0,0.0,0,0,0,0,1.0,0,1.0,1.0,0
5,20000000.0,30.0,0.0,1,1,0,0,1.0,1,0.0,1.0,0
2,150000000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
11,84000000.0,16.0,0.0,0,1,0,0,1.0,0,0.0,3.0,0
5,38000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
180,311849205000.0,30.0,0.0,0,1,0,1,0.0,1,1.0,0.0,1
6,15000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
6,10000000.0,21.0,0.0,1,1,0,0,1.0,0,1.0,3.0,0
120,43673000000.0,12.0,100.0,1,1,1,0,1.0,1,1.0,1.0,1
16,6007000000.0,12.0,100.0,1,0,0,0,0.0,1,1.0,1.0,0
10,650000000.0,18.0,0.0,0,0,0,0,0.0,0,0.0,4.0,0
22,200000000.0,11.0,70.0,0,0,0,0,1.0,1,0.0,2.0,0
45,36000000000.0,17.0,0.0,1,1,0,1,1.0,0,1.0,1.0,0
8,30000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
9,575000000.0,12.0,0.0,1,0,0,0,0.0,0,0.0,4.0,0
15,2165000000.0,4.0,0.0,1,1,1,0,1.0,1,1.0,0.0,0
3,6200000.0,5.0,0.0,1,0,0,0,1.0,0,0.0,0.0,0
7,50000000.0,30.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
52,25000000000.0,28.0,80.0,1,1,0,0,1.0,0,0.0,0.0,1
10,45000000.0,20.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0
6,3600000000.0,15.0,0.0,1,1,1,0,1.0,0,0.0,3.0,0
6,45000000.0,5.0,0.0,0,0,0,0,0.0,1,0.0,1.0,0
80,400000000.0,4.0,0.0,0,0,0,0,0.0,0,0.0,1.0,0
8,30000000.0,20.0,0.0,1,0,0,0,1.0,1,0.0,1.0,0
23,600000000.0,5.0,0.0,1,1,0,0,1.0,1,0.0,1.0,1
9,2000000000.0,4.0,0.0,0,0,1,0,0.0,1,1.0,2.0,0
5,360000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
6,80000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
15,7200000000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
30,120000000.0,39.0,0.0,0,0,0,0,1.0,1,0.0,3.0,0
3,40000000.0,5.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
10,60000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
6,100800000.0,6.0,0.0,1,0,1,0,1.0,0,0.0,0.0,0
500,50000000000.0,25.0,90.0,1,1,0,1,0.0,1,1.0,0.0,1
5,30000000.0,15.0,0.0,0,1,0,0,1.0,0,0.0,0.0,0
130,4000000000.0,30.0,50.0,0,0,0,0,0.0,1,1.0,2.0,1
7,120000000.0,10.0,0.0,0,1,0,0,1.0,0,0.0,1.0,0
8,252000000.0,13.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
7,120000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
200,7000000000.0,30.0,0.0,1,1,0,0,1.0,0,0.0,0.0,0
45,3660000000.0,60.0,0.0,0,1,0,1,1.0,0,1.0,3.0,0
5,500000000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
4,7000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
262,18000000.0,16.0,0.0,1,0,0,0,0.0,0,0.0,2.0,0
2,72000000.0,10.0,0.0,1,0,0,0,1.0,0,1.0,1.0,0
4,57630000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
75,800000000.0,30.0,80.0,0,1,0,0,0.0,0,0.0,1.0,0
5,20000000.0,23.0,0.0,0,1,0,0,0.0,0,0.0,2.0,0
3,37500000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
38,150000000.0,10.0,0.0,1,1,0,0,1.0,0,1.0,2.0,0
8,35000000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
12,200000000.0,10.0,0.0,0,0,0,0,1.0,1,0.0,0.0,0
3,13570000.0,10.0,0.0,1,0,0,0,1.0,0,0.0,1.0,0
6,15000000.0,30.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
9,216000000.0,15.0,0.0,0,0,0,0,0.0,0,0.0,3.0,0
2,48000000.0,15.0,0.0,1,0,0,1,1.0,0,0.0,3.0,0
8,40000000.0,20.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0
8,15000000.0,30.0,0.0,1,0,0,0,1.0,0,0.0,3.0,0
5,100000000.0,17.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
8,15000000.0,6.0,0.0,0,1,0,0,0.0,0,0.0,0.0,0
260,36000000000.0,30.0,0.0,0,1,0,1,1.0,1,1.0,2.0,0
3,20730000.0,14.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
5,150000000.0,30.0,0.0,0,0,0,0,1.0,1,0.0,0.0,0
50,300000000.0,30.0,0.0,0,0,0,0,1.0,0,0.0,3.0,0
5,50000000.0,10.0,0.0,0,0,0,0,0.0,1,0.0,3.0,0
2,52470000.0,8.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
20,300000000.0,16.0,0.0,0,1,1,0,1.0,0,0.0,0.0,0
15,65000000.0,15.0,0.0,0,1,0,0,1.0,0,0.0,0.0,0
3,50000000.0,15.0,0.0,1,0,0,0,1.0,0,0.0,4.0,0
11,450000000.0,40.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
12,500000000000.0,28.0,0.0,0,0,0,1,1.0,1,1.0,1.0,1
6,50000000.0,20.0,0.0,1,0,1,0,1.0,0,0.0,0.0,0
2,50000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
40,49600000000.0,5.0,0.0,1,1,0,1,1.0,0,1.0,1.0,0
8,34000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
10,89000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
20,350000000.0,15.0,0.0,0,0,0,0,0.0,1,0.0,3.0,0
20,150000000.0,15.0,0.0,1,1,1,0,1.0,1,1.0,1.0,0
12,120000000.0,16.0,0.0,1,0,1,0,1.0,1,1.0,3.0,0
35,2000000000.0,10.0,0.0,0,1,1,0,1.0,1,1.0,3.0,0
15,250000000.0,14.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0
70,150000000.0,32.0,0.0,1,1,1,0,1.0,1,0.0,0.0,0
10,150000000.0,16.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
46,5000000000.0,13.0,0.0,0,1,1,1,0.0,1,1.0,2.0,0
3,150000000.0,4.0,0.0,0,1,0,0,1.0,0,0.0,3.0,0
4,150000000.0,28.0,0.0,0,1,0,0,1.0,0,1.0,1.0,1
205,1200000000.0,20.0,0.0,1,1,0,1,1.0,1,0.0,3.0,0
30,3800000000.0,20.0,0.0,0,1,0,0,1.0,1,1.0,3.0,0
5,21000000.0,13.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
85,8000000000.0,20.0,0.0,0,1,0,0,1.0,0,0.0,0.0,1
35,650000000.0,27.0,0.0,0,1,0,1,1.0,1,0.0,0.0,1
6,40000000.0,25.0,0.0,1,0,0,0,1.0,1,0.0,0.0,0
8,2400000000.0,10.0,0.0,0,1,0,0,0.0,1,0.0,1.0,0
11,500000000.0,20.0,0.0,0,0,0,0,0.0,0,0.0,3.0,0
800,150000000.0,12.0,0.0,0,1,0,0,0.0,1,0.0,0.0,0
9,38000000.0,30.0,0.0,0,0,0,0,1.0,0,0.0,2.0,0
7,570000000.0,6.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
20,82800000000.0,26.0,100.0,0,1,0,1,1.0,1,1.0,1.0,1
10,45000000.0,27.0,0.0,1,0,0,0,1.0,0,0.0,4.0,0
15,800000000.0,22.0,0.0,1,0,0,0,1.0,1,0.0,0.0,1
25,220000000.0,30.0,0.0,0,1,0,0,1.0,1,0.0,0.0,0
10,12799829900.0,7.0,0.0,0,1,1,0,1.0,1,1.0,3.0,0
3,24670000.0,13.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
15,300000000.0,10.0,0.0,0,0,0,0,1.0,0,0.0,1.0,0
150,800000000.0,20.0,80.0,1,1,0,0,1.0,0,0.0,1.0,1
7,1000000000.0,8.0,0.0,0,0,1,0,0.0,1,0.0,1.0,0
10,100000000.0,8.0,0.0,0,1,1,1,0.0,0,0.0,0.0,1
50,200000000.0,12.0,0.0,0,1,1,0,1.0,1,1.0,2.0,0
5,42000000.0,25.0,0.0,0,0,0,0,1.0,0,0.0,4.0,0
35,10000000000.0,30.0,70.0,0,1,0,0,1.0,0,0.0,1.0,0
150,5500000000.0,23.0,0.0,0,1,1,0,1.0,1,1.0,0.0,1
6,26000000.0,18.0,0.0,1,0,0,0,1.0,0,0.0,4.0,0
20,98970000.0,19.0,0.0,0,1,0,0,1.0,1,1.0,1.0,0
10,360000000.0,7.0,0.0,1,1,1,0,1.0,1,1.0,3.0,0
10,500000000.0,15.0,0.0,0,0,0,0,0.0,0,0.0,4.0,0
6,30000000.0,15.0,0.0,0,0,0,0,1.0,0,0.0,0.0,0
8,45000000.0,18.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0
7,326400000.0,12.0,80.0,1,0,1,1,0.0,1,0.0,3.0,0
35,3000000000.0,30.0,0.0,0,1,0,0,1.0,0,0.0,0.0,0
12,45000000.0,20.0,0.0,0,0,0,0,1.0,0,0.0,2.0,0
800,26310000000.0,40.0,0.0,1,1,0,1,1.0,1,1.0,1.0,1
